,id_expense,value,date,account_number,category_id,main_category,secondary_category,balance_account_1111,balance_account_2222,balance_account_3333,total_balance
1572,1573,-231.52,2025-04-18,1111,7,Home Expenses,Heating,33014.06,22551.860000000008,29942.269999999964,85508.18999999997
423,424,-63.23,2025-04-18,2222,16,Leisure,Restaurant,33014.06,22488.63000000001,29942.269999999964,85444.95999999996
1467,1468,-113.3,2025-04-19,1111,2,Car,Maintenance,32900.759999999995,22488.63000000001,29942.269999999964,85331.65999999996
1397,1398,-645.01,2025-04-19,2222,9,Holidays,Airplane,32900.759999999995,21843.62000000001,29942.269999999964,84686.64999999997
1241,1242,-166.64,2025-04-20,2222,15,Groceries,Groceries,32900.759999999995,21676.98000000001,29942.269999999964,84520.00999999997
594,595,873.74,2025-04-21,2222,12,Income,Investiments,32900.759999999995,22550.720000000012,29942.269999999964,85393.74999999997
507,508,-23.08,2025-04-21,1111,14,Leisure,Bar,32877.67999999999,22550.720000000012,29942.269999999964,85370.66999999997
1340,1341,-123.59,2025-04-21,3333,2,Car,Maintenance,32877.67999999999,22550.720000000012,29818.679999999964,85247.07999999997
1160,1161,-721.46,2025-04-26,3333,23,Taxes,Income Taxes,32877.67999999999,22550.720000000012,29097.219999999965,84525.61999999997
967,968,-154.01,2025-04-27,3333,18,Health,Medical Appointments,32877.67999999999,22550.720000000012,28943.209999999966,84371.60999999997
1669,1670,-84.12,2025-04-28,3333,7,Home Expenses,Heating,32877.67999999999,22550.720000000012,28859.089999999967,84287.48999999998
1963,1964,-175.69,2025-04-28,3333,18,Health,Medical Appointments,32877.67999999999,22550.720000000012,28683.39999999997,84111.79999999997
657,658,-170.64,2025-04-29,3333,2,Car,Maintenance,32877.67999999999,22550.720000000012,28512.75999999997,83941.15999999997
370,371,-74.37,2025-04-29,2222,13,Leisure,Activities,32877.67999999999,22476.350000000013,28512.75999999997,83866.78999999998
949,950,-89.78,2025-04-30,1111,21,Health,Pharmacy,32787.899999999994,22476.350000000013,28512.75999999997,83777.00999999998
1483,1484,-33.3,2025-04-30,1111,3,Purchases,Home Items,32754.599999999995,22476.350000000013,28512.75999999997,83743.70999999998
1684,1685,-60.84,2025-04-30,1111,13,Leisure,Activities,32693.759999999995,22476.350000000013,28512.75999999997,83682.86999999998
367,368,-176.6,2025-05-01,1111,7,Home Expenses,Heating,32517.159999999996,22476.350000000013,28512.75999999997,83506.26999999997
1380,1381,-359.95,2025-05-01,1111,23,Taxes,Income Taxes,32157.209999999995,22476.350000000013,28512.75999999997,83146.31999999998
351,352,-54.61,2025-05-01,2222,16,Leisure,Restaurant,32157.209999999995,22421.740000000013,28512.75999999997,83091.70999999998
982,983,-106.92,2025-05-02,1111,1,Car,Fuel,32050.289999999997,22421.740000000013,28512.75999999997,82984.78999999998
1235,1236,-135.0,2025-05-02,3333,7,Home Expenses,Heating,32050.289999999997,22421.740000000013,28377.75999999997,82849.78999999998
1781,1782,-63.57,2025-05-03,3333,25,Public Transports,Train,32050.289999999997,22421.740000000013,28314.18999999997,82786.21999999999
347,348,-222.07,2025-05-03,3333,28,Clothing,Clothes,32050.289999999997,22421.740000000013,28092.11999999997,82564.14999999998
113,114,-40.0,2025-05-04,2222,19,Health,Gym,32050.289999999997,22381.740000000013,28092.11999999997,82524.14999999998
115,116,12000.0,2025-05-04,3333,17,Income,Salary,32050.289999999997,22381.740000000013,40092.119999999966,94524.14999999998
1931,1932,-20.0,2025-05-05,3333,24,Telecom,Telecom,32050.289999999997,22381.740000000013,40072.119999999966,94504.14999999998
702,703,-59.69,2025-05-05,3333,1,Car,Fuel,32050.289999999997,22381.740000000013,40012.429999999964,94444.45999999998
114,115,-100.0,2025-05-05,1111,20,Health,Health Insurance,31950.289999999997,22381.740000000013,40012.429999999964,94344.45999999998
578,579,-174.33,2025-05-05,1111,7,Home Expenses,Heating,31775.959999999995,22381.740000000013,40012.429999999964,94170.12999999998
112,113,-1200.0,2025-05-05,3333,8,Home Expenses,Rent,31775.959999999995,22381.740000000013,38812.429999999964,92970.12999999998
1698,1699,-557.17,2025-05-06,2222,23,Taxes,Income Taxes,31775.959999999995,21824.570000000014,38812.429999999964,92412.95999999998
827,828,-878.22,2025-05-06,3333,9,Holidays,Airplane,31775.959999999995,21824.570000000014,37934.20999999996,91534.73999999998
1512,1513,-266.04,2025-05-06,2222,28,Clothing,Clothes,31775.959999999995,21558.530000000013,37934.20999999996,91268.69999999997
1391,1392,-452.45,2025-05-06,3333,23,Taxes,Income Taxes,31775.959999999995,21558.530000000013,37481.759999999966,90816.24999999997
1288,1289,-39.01,2025-05-10,1111,14,Leisure,Bar,31736.949999999997,21558.530000000013,37481.759999999966,90777.23999999998
491,492,-246.96,2025-05-10,3333,9,Holidays,Airplane,31736.949999999997,21558.530000000013,37234.79999999997,90530.27999999997
862,863,-66.09,2025-05-12,3333,2,Car,Maintenance,31736.949999999997,21558.530000000013,37168.70999999997,90464.18999999997
514,515,-33.07,2025-05-12,2222,21,Health,Pharmacy,31736.949999999997,21525.460000000014,37168.70999999997,90431.11999999998
1902,1903,-45.54,2025-05-12,2222,14,Leisure,Bar,31736.949999999997,21479.920000000013,37168.70999999997,90385.57999999999
1313,1314,-53.23,2025-05-13,2222,1,Car,Fuel,31736.949999999997,21426.690000000013,37168.70999999997,90332.34999999998
415,416,-53.51,2025-05-13,1111,5,Home Expenses,Water,31683.44,21426.690000000013,37168.70999999997,90278.83999999998
1933,1934,-570.83,2025-05-13,2222,23,Taxes,Income Taxes,31683.44,20855.86000000001,37168.70999999997,89708.00999999998
1632,1633,-579.26,2025-05-13,1111,10,Holidays,Hotel Stays,31104.18,20855.86000000001,37168.70999999997,89128.74999999997
803,804,-51.87,2025-05-14,1111,5,Home Expenses,Water,31052.31,20855.86000000001,37168.70999999997,89076.87999999998
1660,1661,-77.43,2025-05-15,2222,25,Public Transports,Train,31052.31,20778.43000000001,37168.70999999997,88999.44999999998
1182,1183,-37.94,2025-05-15,1111,14,Leisure,Bar,31014.370000000003,20778.43000000001,37168.70999999997,88961.50999999998
843,844,-95.72,2025-05-15,2222,13,Leisure,Activities,31014.370000000003,20682.71000000001,37168.70999999997,88865.78999999998
174,175,133.64,2025-05-15,3333,12,Income,Investiments,31014.370000000003,20682.71000000001,37302.34999999997,88999.43
1231,1232,-33.67,2025-05-15,2222,26,Public Transports,Bus,31014.370000000003,20649.04000000001,37302.34999999997,88965.75999999998
214,215,-93.7,2025-05-16,1111,28,Clothing,Clothes,30920.670000000002,20649.04000000001,37302.34999999997,88872.05999999998
301,302,-90.27,2025-05-16,1111,18,Health,Medical Appointments,30830.4,20649.04000000001,37302.34999999997,88781.78999999998
404,405,-449.18,2025-05-17,2222,23,Taxes,Income Taxes,30830.4,20199.86000000001,37302.34999999997,88332.60999999999
494,495,-1178.1,2025-05-17,1111,9,Holidays,Airplane,29652.300000000003,20199.86000000001,37302.34999999997,87154.50999999998
687,688,-205.74,2025-05-18,3333,2,Car,Maintenance,29652.300000000003,20199.86000000001,37096.60999999997,86948.76999999999
1549,1550,-20.57,2025-05-18,1111,26,Public Transports,Bus,29631.730000000003,20199.86000000001,37096.60999999997,86928.19999999998
1900,1901,-46.22,2025-05-18,1111,5,Home Expenses,Water,29585.510000000002,20199.86000000001,37096.60999999997,86881.97999999998
1622,1623,908.22,2025-05-19,3333,12,Income,Investiments,29585.510000000002,20199.86000000001,38004.82999999997,87790.19999999998
978,979,-37.11,2025-05-19,2222,28,Clothing,Clothes,29585.510000000002,20162.75000000001,38004.82999999997,87753.08999999998
401,402,-36.6,2025-05-20,1111,3,Purchases,Home Items,29548.910000000003,20162.75000000001,38004.82999999997,87716.48999999999
958,959,639.65,2025-05-20,1111,12,Income,Investiments,30188.560000000005,20162.75000000001,38004.82999999997,88356.13999999998
400,401,-32.74,2025-05-21,2222,16,Leisure,Restaurant,30188.560000000005,20130.01000000001,38004.82999999997,88323.4
1630,1631,-34.43,2025-05-21,1111,14,Leisure,Bar,30154.130000000005,20130.01000000001,38004.82999999997,88288.96999999999
1540,1541,-82.65,2025-05-21,3333,21,Health,Pharmacy,30154.130000000005,20130.01000000001,37922.17999999997,88206.31999999998
1067,1068,-137.93,2025-05-22,3333,15,Groceries,Groceries,30154.130000000005,20130.01000000001,37784.24999999997,88068.38999999998
1528,1529,-255.19,2025-05-22,3333,11,Holidays,Extra Holiday Expenses,30154.130000000005,20130.01000000001,37529.05999999997,87813.19999999998
880,881,-284.4,2025-05-23,1111,7,Home Expenses,Heating,29869.730000000003,20130.01000000001,37529.05999999997,87528.79999999999
771,772,-41.3,2025-05-24,3333,5,Home Expenses,Water,29869.730000000003,20130.01000000001,37487.759999999966,87487.49999999997
1326,1327,-42.89,2025-05-24,3333,5,Home Expenses,Water,29869.730000000003,20130.01000000001,37444.869999999966,87444.60999999999
1810,1811,-660.13,2025-05-25,2222,4,Purchases,Electronics,29869.730000000003,19469.88000000001,37444.869999999966,86784.47999999998
829,830,-35.81,2025-05-26,3333,21,Health,Pharmacy,29869.730000000003,19469.88000000001,37409.05999999997,86748.66999999998
509,510,-25.89,2025-05-26,3333,14,Leisure,Bar,29869.730000000003,19469.88000000001,37383.16999999997,86722.77999999998
1197,1198,-116.6,2025-05-26,2222,1,Car,Fuel,29869.730000000003,19353.28000000001,37383.16999999997,86606.17999999998
169,170,442.52,2025-05-26,2222,12,Income,Investiments,29869.730000000003,19795.80000000001,37383.16999999997,87048.69999999998
1050,1051,-54.96,2025-05-27,2222,2,Car,Maintenance,29869.730000000003,19740.84000000001,37383.16999999997,86993.73999999999
957,958,-37.56,2025-05-27,3333,16,Leisure,Restaurant,29869.730000000003,19740.84000000001,37345.60999999997,86956.18
857,858,-36.94,2025-05-27,1111,13,Leisure,Activities,29832.790000000005,19740.84000000001,37345.60999999997,86919.23999999999
875,876,-64.52,2025-05-28,1111,27,Clothing,Shoes,29768.270000000004,19740.84000000001,37345.60999999997,86854.71999999999
716,717,-163.54,2025-05-29,2222,18,Health,Medical Appointments,29768.270000000004,19577.30000000001,37345.60999999997,86691.18
1084,1085,-145.92,2025-05-30,1111,6,Home Expenses,Electricity,29622.350000000006,19577.30000000001,37345.60999999997,86545.25999999998
1763,1764,-106.72,2025-05-30,1111,23,Taxes,Income Taxes,29515.630000000005,19577.30000000001,37345.60999999997,86438.53999999998
703,704,-213.63,2025-06-01,1111,15,Groceries,Groceries,29302.000000000004,19577.30000000001,37345.60999999997,86224.90999999999
1211,1212,-54.64,2025-06-01,2222,18,Health,Medical Appointments,29302.000000000004,19522.66000000001,37345.60999999997,86170.26999999999
116,117,-1200.0,2025-06-01,1111,8,Home Expenses,Rent,28102.000000000004,19522.66000000001,37345.60999999997,84970.26999999999
1321,1322,-850.34,2025-06-02,2222,9,Holidays,Airplane,28102.000000000004,18672.32000000001,37345.60999999997,84119.93
505,506,-202.68,2025-06-03,1111,11,Holidays,Extra Holiday Expenses,27899.320000000003,18672.32000000001,37345.60999999997,83917.24999999999
1936,1937,-76.99,2025-06-03,3333,25,Public Transports,Train,27899.320000000003,18672.32000000001,37268.61999999997,83840.25999999998
335,336,107.09,2025-06-03,2222,12,Income,Investiments,27899.320000000003,18779.41000000001,37268.61999999997,83947.34999999998
117,118,-40.0,2025-06-03,2222,19,Health,Gym,27899.320000000003,18739.41000000001,37268.61999999997,83907.34999999998
608,609,-379.58,2025-06-03,2222,9,Holidays,Airplane,27899.320000000003,18359.83000000001,37268.61999999997,83527.76999999999
1821,1822,-80.3,2025-06-04,1111,21,Health,Pharmacy,27819.020000000004,18359.83000000001,37268.61999999997,83447.46999999999
118,119,-100.0,2025-06-04,1111,20,Health,Health Insurance,27719.020000000004,18359.83000000001,37268.61999999997,83347.46999999999
1658,1659,-20.0,2025-06-04,2222,24,Telecom,Telecom,27719.020000000004,18339.83000000001,37268.61999999997,83327.46999999999
1922,1923,-27.25,2025-06-04,2222,26,Public Transports,Bus,27719.020000000004,18312.58000000001,37268.61999999997,83300.21999999999
119,120,12000.0,2025-06-05,1111,17,Income,Salary,39719.020000000004,18312.58000000001,37268.61999999997,95300.21999999999
267,268,-32.69,2025-06-05,1111,5,Home Expenses,Water,39686.33,18312.58000000001,37268.61999999997,95267.52999999998
672,673,-64.85,2025-06-06,1111,21,Health,Pharmacy,39621.48,18312.58000000001,37268.61999999997,95202.68
774,775,-68.51,2025-06-07,1111,21,Health,Pharmacy,39552.97,18312.58000000001,37268.61999999997,95134.16999999998
1355,1356,-253.89,2025-06-07,2222,28,Clothing,Clothes,39552.97,18058.69000000001,37268.61999999997,94880.27999999998
784,785,-199.99,2025-06-07,2222,18,Health,Medical Appointments,39552.97,17858.700000000008,37268.61999999997,94680.28999999998
193,194,-57.94,2025-06-07,3333,25,Public Transports,Train,39552.97,17858.700000000008,37210.67999999997,94622.34999999998
1295,1296,-243.27,2025-06-07,3333,7,Home Expenses,Heating,39552.97,17858.700000000008,36967.409999999974,94379.07999999999
1927,1928,-446.48,2025-06-07,3333,23,Taxes,Income Taxes,39552.97,17858.700000000008,36520.92999999997,93932.59999999998
930,931,-50.12,2025-06-07,2222,16,Leisure,Restaurant,39552.97,17808.58000000001,36520.92999999997,93882.47999999998
542,543,-69.48,2025-06-07,3333,13,Leisure,Activities,39552.97,17808.58000000001,36451.44999999997,93812.99999999997
871,872,-66.87,2025-06-08,2222,16,Leisure,Restaurant,39552.97,17741.71000000001,36451.44999999997,93746.12999999998
1645,1646,-265.5,2025-06-09,1111,28,Clothing,Clothes,39287.47,17741.71000000001,36451.44999999997,93480.62999999998
1547,1548,-580.01,2025-06-10,3333,4,Purchases,Electronics,39287.47,17741.71000000001,35871.439999999966,92900.61999999997
248,249,-63.41,2025-06-10,2222,4,Purchases,Electronics,39287.47,17678.30000000001,35871.439999999966,92837.20999999998
1513,1514,-79.68,2025-06-10,2222,1,Car,Fuel,39287.47,17598.62000000001,35871.439999999966,92757.52999999997
1138,1139,-47.96,2025-06-10,2222,25,Public Transports,Train,39287.47,17550.66000000001,35871.439999999966,92709.56999999998
196,197,-39.45,2025-06-10,2222,26,Public Transports,Bus,39287.47,17511.21000000001,35871.439999999966,92670.11999999997
1415,1416,-50.48,2025-06-11,2222,25,Public Transports,Train,39287.47,17460.73000000001,35871.439999999966,92619.63999999998
1233,1234,-93.33,2025-06-11,3333,11,Holidays,Extra Holiday Expenses,39287.47,17460.73000000001,35778.109999999964,92526.30999999997
903,904,-41.14,2025-06-12,1111,27,Clothing,Shoes,39246.33,17460.73000000001,35778.109999999964,92485.16999999998
1119,1120,-248.43,2025-06-12,3333,28,Clothing,Clothes,39246.33,17460.73000000001,35529.679999999964,92236.73999999998
1975,1976,-51.89,2025-06-12,1111,16,Leisure,Restaurant,39194.44,17460.73000000001,35529.679999999964,92184.84999999998
202,203,-133.97,2025-06-12,2222,18,Health,Medical Appointments,39194.44,17326.76000000001,35529.679999999964,92050.87999999998
744,745,-80.66,2025-06-13,1111,25,Public Transports,Train,39113.78,17326.76000000001,35529.679999999964,91970.21999999997
1238,1239,-87.6,2025-06-13,1111,6,Home Expenses,Electricity,39026.18,17326.76000000001,35529.679999999964,91882.61999999997
1812,1813,-11.46,2025-06-14,1111,13,Leisure,Activities,39014.72,17326.76000000001,35529.679999999964,91871.15999999997
1070,1071,-145.39,2025-06-14,3333,15,Groceries,Groceries,39014.72,17326.76000000001,35384.289999999964,91725.76999999997
360,361,-280.19,2025-06-15,2222,2,Car,Maintenance,39014.72,17046.57000000001,35384.289999999964,91445.57999999997
1262,1263,-510.84,2025-06-18,3333,10,Holidays,Hotel Stays,39014.72,17046.57000000001,34873.44999999997,90934.73999999998
1864,1865,-147.84,2025-06-20,1111,16,Leisure,Restaurant,38866.880000000005,17046.57000000001,34873.44999999997,90786.89999999998
1770,1771,-60.24,2025-06-20,1111,16,Leisure,Restaurant,38806.64000000001,17046.57000000001,34873.44999999997,90726.65999999999
274,275,-33.65,2025-06-20,1111,26,Public Transports,Bus,38772.990000000005,17046.57000000001,34873.44999999997,90693.00999999998
1393,1394,-148.88,2025-06-22,2222,18,Health,Medical Appointments,38772.990000000005,16897.69000000001,34873.44999999997,90544.12999999998
671,672,-12.55,2025-06-22,2222,14,Leisure,Bar,38772.990000000005,16885.14000000001,34873.44999999997,90531.57999999999
364,365,-108.87,2025-06-23,3333,28,Clothing,Clothes,38772.990000000005,16885.14000000001,34764.579999999965,90422.70999999999
504,505,-278.16,2025-06-24,1111,2,Car,Maintenance,38494.83,16885.14000000001,34764.579999999965,90144.54999999999
384,385,-69.42,2025-06-24,3333,16,Leisure,Restaurant,38494.83,16885.14000000001,34695.15999999997,90075.12999999998
1024,1025,-196.77,2025-06-24,3333,18,Health,Medical Appointments,38494.83,16885.14000000001,34498.38999999997,89878.35999999999
425,426,-288.68,2025-06-26,3333,2,Car,Maintenance,38494.83,16885.14000000001,34209.70999999997,89589.68
655,656,-13.41,2025-06-27,3333,25,Public Transports,Train,38494.83,16885.14000000001,34196.29999999997,89576.26999999999
235,236,-26.54,2025-06-27,3333,25,Public Transports,Train,38494.83,16885.14000000001,34169.759999999966,89549.72999999998
1378,1379,-123.61,2025-06-27,1111,4,Purchases,Electronics,38371.22,16885.14000000001,34169.759999999966,89426.11999999998
1259,1260,-133.27,2025-06-27,2222,1,Car,Fuel,38371.22,16751.87000000001,34169.759999999966,89292.84999999998
985,986,-230.64,2025-06-28,3333,15,Groceries,Groceries,38371.22,16751.87000000001,33939.119999999966,89062.20999999998
726,727,-117.89,2025-06-28,1111,28,Clothing,Clothes,38253.33,16751.87000000001,33939.119999999966,88944.31999999998
1271,1272,-311.93,2025-06-29,1111,23,Taxes,Income Taxes,37941.4,16751.87000000001,33939.119999999966,88632.38999999998
1727,1728,365.76,2025-06-29,2222,12,Income,Investiments,37941.4,17117.63000000001,33939.119999999966,88998.14999999998
1676,1677,387.68,2025-06-29,1111,12,Income,Investiments,38329.08,17117.63000000001,33939.119999999966,89385.82999999997
470,471,-139.26,2025-06-30,3333,1,Car,Fuel,38329.08,17117.63000000001,33799.859999999964,89246.56999999998
779,780,-44.39,2025-06-30,2222,25,Public Transports,Train,38329.08,17073.24000000001,33799.859999999964,89202.17999999996
300,301,-27.99,2025-07-01,2222,21,Health,Pharmacy,38329.08,17045.250000000007,33799.859999999964,89174.18999999997
121,122,-40.0,2025-07-03,1111,19,Health,Gym,38289.08,17045.250000000007,33799.859999999964,89134.18999999997
790,791,-52.39,2025-07-04,2222,27,Clothing,Shoes,38289.08,16992.860000000008,33799.859999999964,89081.79999999997
411,412,-20.0,2025-07-04,1111,24,Telecom,Telecom,38269.08,16992.860000000008,33799.859999999964,89061.79999999997
122,123,-100.0,2025-07-04,1111,20,Health,Health Insurance,38169.08,16992.860000000008,33799.859999999964,88961.79999999997
1457,1458,-154.9,2025-07-04,2222,11,Holidays,Extra Holiday Expenses,38169.08,16837.960000000006,33799.859999999964,88806.89999999997
120,121,-1200.0,2025-07-04,1111,8,Home Expenses,Rent,36969.08,16837.960000000006,33799.859999999964,87606.89999999997
123,124,12000.0,2025-07-05,1111,17,Income,Salary,48969.08,16837.960000000006,33799.859999999964,99606.89999999997
1976,1977,-52.21,2025-07-07,3333,6,Home Expenses,Electricity,48969.08,16837.960000000006,33747.649999999965,99554.68999999997
902,903,-90.54,2025-07-07,3333,13,Leisure,Activities,48969.08,16837.960000000006,33657.109999999964,99464.14999999997
1414,1415,-278.6,2025-07-08,2222,28,Clothing,Clothes,48969.08,16559.360000000008,33657.109999999964,99185.54999999997
394,395,-94.72,2025-07-08,2222,25,Public Transports,Train,48969.08,16464.640000000007,33657.109999999964,99090.82999999997
648,649,115.88,2025-07-08,2222,12,Income,Investiments,48969.08,16580.520000000008,33657.109999999964,99206.70999999996
1214,1215,-29.52,2025-07-09,3333,26,Public Transports,Bus,48969.08,16580.520000000008,33627.58999999997,99177.18999999997
317,318,-606.87,2025-07-10,3333,23,Taxes,Income Taxes,48969.08,16580.520000000008,33020.719999999965,98570.31999999998
421,422,-67.28,2025-07-10,3333,21,Health,Pharmacy,48969.08,16580.520000000008,32953.439999999966,98503.03999999998
1059,1060,-75.01,2025-07-11,1111,21,Health,Pharmacy,48894.07,16580.520000000008,32953.439999999966,98428.02999999997
1048,1049,-268.44,2025-07-13,2222,11,Holidays,Extra Holiday Expenses,48894.07,16312.080000000007,32953.439999999966,98159.58999999997
1682,1683,-237.71,2025-07-13,3333,11,Holidays,Extra Holiday Expenses,48894.07,16312.080000000007,32715.729999999967,97921.87999999998
454,455,-290.34,2025-07-14,1111,15,Groceries,Groceries,48603.73,16312.080000000007,32715.729999999967,97631.53999999998
419,420,-135.96,2025-07-15,2222,18,Health,Medical Appointments,48603.73,16176.120000000008,32715.729999999967,97495.57999999999
1177,1178,-97.62,2025-07-16,2222,1,Car,Fuel,48603.73,16078.500000000007,32715.729999999967,97397.95999999998
463,464,671.65,2025-07-16,2222,12,Income,Investiments,48603.73,16750.15000000001,32715.729999999967,98069.60999999999
676,677,-25.86,2025-07-17,2222,14,Leisure,Bar,48603.73,16724.290000000008,32715.729999999967,98043.74999999997
395,396,-615.8,2025-07-17,2222,23,Taxes,Income Taxes,48603.73,16108.490000000009,32715.729999999967,97427.94999999998
1345,1346,-898.34,2025-07-18,1111,9,Holidays,Airplane,47705.39000000001,16108.490000000009,32715.729999999967,96529.60999999999
1558,1559,-199.58,2025-07-19,2222,18,Health,Medical Appointments,47705.39000000001,15908.910000000009,32715.729999999967,96330.02999999998
989,990,-219.98,2025-07-19,3333,15,Groceries,Groceries,47705.39000000001,15908.910000000009,32495.749999999967,96110.04999999999
147,148,-35.1,2025-07-20,1111,21,Health,Pharmacy,47670.29000000001,15908.910000000009,32495.749999999967,96074.94999999998
1218,1219,-461.79,2025-07-20,3333,4,Purchases,Electronics,47670.29000000001,15908.910000000009,32033.959999999966,95613.15999999999
1020,1021,-109.8,2025-07-20,2222,3,Purchases,Home Items,47670.29000000001,15799.11000000001,32033.959999999966,95503.35999999999
1196,1197,-83.22,2025-07-21,1111,6,Home Expenses,Electricity,47587.07000000001,15799.11000000001,32033.959999999966,95420.13999999998
1066,1067,-714.35,2025-07-22,2222,4,Purchases,Electronics,47587.07000000001,15084.76000000001,32033.959999999966,94705.78999999998
1765,1766,-65.3,2025-07-23,1111,25,Public Transports,Train,47521.770000000004,15084.76000000001,32033.959999999966,94640.48999999998
605,606,-89.29,2025-07-23,2222,25,Public Transports,Train,47521.770000000004,14995.470000000008,32033.959999999966,94551.19999999998
1602,1603,-125.2,2025-07-23,3333,16,Leisure,Restaurant,47521.770000000004,14995.470000000008,31908.759999999966,94425.99999999997
1939,1940,-250.47,2025-07-24,2222,15,Groceries,Groceries,47521.770000000004,14745.00000000001,31908.759999999966,94175.52999999997
1825,1826,-39.55,2025-07-26,3333,26,Public Transports,Bus,47521.770000000004,14745.00000000001,31869.209999999966,94135.97999999998
407,408,-44.54,2025-07-26,1111,5,Home Expenses,Water,47477.23,14745.00000000001,31869.209999999966,94091.43999999997
1655,1656,-272.69,2025-07-27,3333,10,Holidays,Hotel Stays,47477.23,14745.00000000001,31596.519999999968,93818.74999999997
1656,1657,-42.21,2025-07-27,1111,16,Leisure,Restaurant,47435.020000000004,14745.00000000001,31596.519999999968,93776.53999999998
256,257,-578.99,2025-07-27,1111,23,Taxes,Income Taxes,46856.030000000006,14745.00000000001,31596.519999999968,93197.54999999999
373,374,-279.51,2025-07-28,3333,15,Groceries,Groceries,46856.030000000006,14745.00000000001,31317.00999999997,92918.03999999998
600,601,-190.54,2025-07-28,2222,7,Home Expenses,Heating,46856.030000000006,14554.460000000008,31317.00999999997,92727.49999999999
1206,1207,-88.03,2025-07-28,1111,18,Health,Medical Appointments,46768.00000000001,14554.460000000008,31317.00999999997,92639.46999999999
1746,1747,-158.43,2025-07-29,3333,7,Home Expenses,Heating,46768.00000000001,14554.460000000008,31158.57999999997,92481.03999999998
850,851,-10.53,2025-07-31,2222,13,Leisure,Activities,46768.00000000001,14543.930000000008,31158.57999999997,92470.50999999998
287,288,-30.87,2025-07-31,3333,5,Home Expenses,Water,46768.00000000001,14543.930000000008,31127.70999999997,92439.63999999998
1579,1580,-220.35,2025-07-31,1111,7,Home Expenses,Heating,46547.65000000001,14543.930000000008,31127.70999999997,92219.28999999998
1612,1613,-71.48,2025-08-01,1111,16,Leisure,Restaurant,46476.170000000006,14543.930000000008,31127.70999999997,92147.80999999998
126,127,-100.0,2025-08-01,1111,20,Health,Health Insurance,46376.170000000006,14543.930000000008,31127.70999999997,92047.80999999998
1673,1674,-44.39,2025-08-01,3333,16,Leisure,Restaurant,46376.170000000006,14543.930000000008,31083.31999999997,92003.41999999998
752,753,-5.41,2025-08-01,2222,14,Leisure,Bar,46376.170000000006,14538.520000000008,31083.31999999997,91998.00999999998
1023,1024,-52.25,2025-08-01,2222,3,Purchases,Home Items,46376.170000000006,14486.270000000008,31083.31999999997,91945.75999999998
1807,1808,521.49,2025-08-01,2222,12,Income,Investiments,46376.170000000006,15007.760000000007,31083.31999999997,92467.24999999999
1256,1257,-20.0,2025-08-01,1111,24,Telecom,Telecom,46356.170000000006,15007.760000000007,31083.31999999997,92447.24999999999
1237,1238,-748.98,2025-08-02,3333,23,Taxes,Income Taxes,46356.170000000006,15007.760000000007,30334.33999999997,91698.26999999999
125,126,-40.0,2025-08-03,3333,19,Health,Gym,46356.170000000006,15007.760000000007,30294.33999999997,91658.26999999999
617,618,-72.5,2025-08-03,2222,25,Public Transports,Train,46356.170000000006,14935.260000000007,30294.33999999997,91585.76999999999
127,128,12000.0,2025-08-03,2222,17,Income,Salary,46356.170000000006,26935.26000000001,30294.33999999997,103585.76999999999
1034,1035,-588.22,2025-08-04,3333,9,Holidays,Airplane,46356.170000000006,26935.26000000001,29706.11999999997,102997.54999999999
124,125,-1200.0,2025-08-04,2222,8,Home Expenses,Rent,46356.170000000006,25735.26000000001,29706.11999999997,101797.54999999999
314,315,-753.49,2025-08-05,1111,4,Purchases,Electronics,45602.68000000001,25735.26000000001,29706.11999999997,101044.05999999998
1670,1671,-38.24,2025-08-05,3333,5,Home Expenses,Water,45602.68000000001,25735.26000000001,29667.87999999997,101005.81999999998
1518,1519,-42.56,2025-08-05,1111,16,Leisure,Restaurant,45560.12000000001,25735.26000000001,29667.87999999997,100963.25999999998
1619,1620,-21.93,2025-08-07,3333,26,Public Transports,Bus,45560.12000000001,25735.26000000001,29645.949999999968,100941.32999999999
620,621,-39.81,2025-08-08,2222,5,Home Expenses,Water,45560.12000000001,25695.450000000008,29645.949999999968,100901.51999999999
446,447,-130.32,2025-08-09,3333,10,Holidays,Hotel Stays,45560.12000000001,25695.450000000008,29515.62999999997,100771.19999999998
1036,1037,-92.01,2025-08-10,1111,16,Leisure,Restaurant,45468.11000000001,25695.450000000008,29515.62999999997,100679.18999999997
154,155,-79.08,2025-08-12,1111,21,Health,Pharmacy,45389.030000000006,25695.450000000008,29515.62999999997,100600.10999999999
489,490,-696.16,2025-08-13,2222,4,Purchases,Electronics,45389.030000000006,24999.290000000008,29515.62999999997,99903.94999999998
666,667,-17.03,2025-08-14,2222,21,Health,Pharmacy,45389.030000000006,24982.26000000001,29515.62999999997,99886.91999999998
733,734,-49.83,2025-08-14,1111,26,Public Transports,Bus,45339.200000000004,24982.26000000001,29515.62999999997,99837.09
192,193,-81.94,2025-08-15,2222,18,Health,Medical Appointments,45339.200000000004,24900.32000000001,29515.62999999997,99755.15
525,526,-26.41,2025-08-15,3333,26,Public Transports,Bus,45339.200000000004,24900.32000000001,29489.21999999997,99728.73999999999
1593,1594,-136.81,2025-08-15,2222,7,Home Expenses,Heating,45339.200000000004,24763.51000000001,29489.21999999997,99591.93
