,id_expense,value,date,account_number,category_id,main_category,secondary_category,essential
1178,1179,-159.16,2023-06-22,2222,10,Holidays,Hotel Stays,Non-Essentials
1179,1180,-103.02,2025-03-23,3333,15,Groceries,Groceries,Essentials
1180,1181,-176.98,2023-04-19,2222,15,Groceries,Groceries,Essentials
1181,1182,-284.89,2023-04-11,3333,10,Holidays,Hotel Stays,Non-Essentials
1182,1183,-37.94,2025-05-15,1111,14,Leisure,Bar,Non-Essentials
1183,1184,-97.36,2023-12-28,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1184,1185,-364.78,2025-10-07,3333,10,Holidays,Hotel Stays,Non-Essentials
1185,1186,-77.3,2023-04-13,3333,15,Groceries,Groceries,Essentials
1186,1187,-1158.97,2024-03-25,1111,9,Holidays,Airplane,Non-Essentials
1187,1188,-271.67,2024-06-29,1111,2,Car,Maintenance,Essentials
1188,1189,-115.78,2024-07-18,1111,3,Purchases,Home Items,Non-Essentials
1189,1190,-64.98,2025-04-08,2222,16,Leisure,Restaurant,Non-Essentials
1190,1191,-9.56,2024-07-03,2222,14,Leisure,Bar,Non-Essentials
1191,1192,-117.63,2024-02-21,2222,7,Home Expenses,Heating,Essentials
1192,1193,-35.92,2024-08-12,3333,25,Public Transports,Train,Essentials
1193,1194,-59.42,2025-10-27,3333,1,Car,Fuel,Essentials
1194,1195,-53.84,2024-09-17,3333,16,Leisure,Restaurant,Non-Essentials
1195,1196,-370.23,2023-05-23,1111,9,Holidays,Airplane,Non-Essentials
1196,1197,-83.22,2025-07-21,1111,6,Home Expenses,Electricity,Essentials
1197,1198,-116.6,2025-05-26,2222,1,Car,Fuel,Essentials
1198,1199,-67.75,2024-06-24,1111,1,Car,Fuel,Essentials
1199,1200,-117.92,2023-01-20,3333,6,Home Expenses,Electricity,Essentials
1200,1201,-97.26,2023-01-03,2222,13,Leisure,Activities,Non-Essentials
1201,1202,-672.57,2023-04-03,1111,9,Holidays,Airplane,Non-Essentials
1202,1203,-576.03,2024-08-18,1111,23,Taxes,Income Taxes,Essentials
1203,1204,-55.28,2023-10-28,1111,21,Health,Pharmacy,Essentials
1204,1205,-339.37,2024-11-18,2222,4,Purchases,Electronics,Non-Essentials
1205,1206,-160.22,2024-06-11,3333,18,Health,Medical Appointments,Essentials
1206,1207,-88.03,2025-07-28,1111,18,Health,Medical Appointments,Essentials
1207,1208,-37.1,2024-11-14,3333,13,Leisure,Activities,Non-Essentials
1208,1209,-43.56,2025-09-18,1111,26,Public Transports,Bus,Essentials
1209,1210,-442.89,2023-02-12,1111,10,Holidays,Hotel Stays,Non-Essentials
1210,1211,-264.07,2023-10-18,2222,15,Groceries,Groceries,Essentials
1211,1212,-54.64,2025-06-01,2222,18,Health,Medical Appointments,Essentials
1212,1213,-243.76,2024-02-01,2222,7,Home Expenses,Heating,Essentials
1213,1214,-19.71,2024-07-14,3333,25,Public Transports,Train,Essentials
1214,1215,-29.52,2025-07-09,3333,26,Public Transports,Bus,Essentials
1215,1216,-76.53,2024-12-15,2222,6,Home Expenses,Electricity,Essentials
1216,1217,-31.51,2024-07-19,2222,14,Leisure,Bar,Non-Essentials
1217,1218,-89.04,2024-12-04,3333,7,Home Expenses,Heating,Essentials
1218,1219,-461.79,2025-07-20,3333,4,Purchases,Electronics,Non-Essentials
1219,1220,-35.96,2023-01-18,2222,13,Leisure,Activities,Non-Essentials
1220,1221,-11.62,2023-11-04,3333,26,Public Transports,Bus,Essentials
1221,1222,-205.95,2023-11-30,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1222,1223,-93.24,2024-08-26,1111,18,Health,Medical Appointments,Essentials
1223,1224,-25.32,2024-08-02,3333,16,Leisure,Restaurant,Non-Essentials
1224,1225,-100.53,2024-09-18,1111,4,Purchases,Electronics,Non-Essentials
1225,1226,-138.06,2023-01-02,1111,15,Groceries,Groceries,Essentials
1226,1227,-168.86,2024-08-03,3333,10,Holidays,Hotel Stays,Non-Essentials
1227,1228,-48.13,2023-11-14,1111,26,Public Transports,Bus,Essentials
1228,1229,-68.72,2024-02-07,2222,27,Clothing,Shoes,Non-Essentials
1229,1230,-742.78,2024-08-18,1111,23,Taxes,Income Taxes,Essentials
1230,1231,-157.76,2024-12-27,1111,2,Car,Maintenance,Essentials
1231,1232,-33.67,2025-05-15,2222,26,Public Transports,Bus,Essentials
1232,1233,-898.38,2024-09-10,3333,4,Purchases,Electronics,Non-Essentials
1233,1234,-93.33,2025-06-11,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1235,1236,-135.0,2025-05-02,3333,7,Home Expenses,Heating,Essentials
1236,1237,-146.23,2023-06-25,2222,7,Home Expenses,Heating,Essentials
1237,1238,-748.98,2025-08-02,3333,23,Taxes,Income Taxes,Essentials
1238,1239,-87.6,2025-06-13,1111,6,Home Expenses,Electricity,Essentials
1239,1240,-45.8,2024-10-03,3333,5,Home Expenses,Water,Essentials
1240,1241,-37.07,2025-08-17,2222,26,Public Transports,Bus,Essentials
1241,1242,-166.64,2025-04-20,2222,15,Groceries,Groceries,Essentials
1242,1243,-141.26,2023-02-24,2222,1,Car,Fuel,Essentials
1243,1244,-156.05,2024-09-11,1111,3,Purchases,Home Items,Non-Essentials
1244,1245,-458.54,2023-09-18,3333,23,Taxes,Income Taxes,Essentials
1245,1246,-91.99,2024-08-23,1111,16,Leisure,Restaurant,Non-Essentials
1246,1247,-10.67,2023-01-13,2222,14,Leisure,Bar,Non-Essentials
1247,1248,-51.42,2023-04-22,1111,21,Health,Pharmacy,Essentials
1248,1249,-102.95,2023-08-08,2222,2,Car,Maintenance,Essentials
1249,1250,-34.87,2024-08-18,3333,16,Leisure,Restaurant,Non-Essentials
1250,1251,-153.59,2023-05-05,1111,18,Health,Medical Appointments,Essentials
1251,1252,-187.85,2025-11-12,3333,28,Clothing,Clothes,Non-Essentials
1252,1253,-29.54,2024-02-24,3333,27,Clothing,Shoes,Non-Essentials
1253,1254,-46.86,2025-10-11,1111,5,Home Expenses,Water,Essentials
1254,1255,-1095.05,2023-11-13,2222,9,Holidays,Airplane,Non-Essentials
1255,1256,-37.98,2023-01-14,2222,25,Public Transports,Train,Essentials
1256,1257,-20.0,2025-08-01,1111,24,Telecom,Telecom,Essentials
1257,1258,-65.3,2023-09-05,3333,1,Car,Fuel,Essentials
1258,1259,-284.85,2023-08-01,2222,4,Purchases,Electronics,Non-Essentials
1259,1260,-133.27,2025-06-27,2222,1,Car,Fuel,Essentials
1260,1261,-280.03,2024-09-06,2222,2,Car,Maintenance,Essentials
1261,1262,-197.4,2024-04-26,3333,18,Health,Medical Appointments,Essentials
1262,1263,-510.84,2025-06-18,3333,10,Holidays,Hotel Stays,Non-Essentials
1263,1264,-36.16,2023-10-27,3333,16,Leisure,Restaurant,Non-Essentials
1264,1265,-68.48,2024-05-07,1111,1,Car,Fuel,Essentials
1265,1266,-76.75,2024-02-15,2222,21,Health,Pharmacy,Essentials
1266,1267,-93.51,2023-07-24,3333,18,Health,Medical Appointments,Essentials
1267,1268,-105.1,2024-07-17,2222,18,Health,Medical Appointments,Essentials
1268,1269,-36.39,2023-08-08,2222,14,Leisure,Bar,Non-Essentials
1269,1270,-253.37,2023-10-31,1111,15,Groceries,Groceries,Essentials
1270,1271,-164.27,2025-03-08,1111,11,Holidays,Extra Holiday Expenses,Non-Essentials
1271,1272,-311.93,2025-06-29,1111,23,Taxes,Income Taxes,Essentials
1272,1273,-96.65,2025-08-16,3333,13,Leisure,Activities,Non-Essentials
1273,1274,-56.0,2023-11-21,2222,16,Leisure,Restaurant,Non-Essentials
1274,1275,-87.03,2025-10-27,1111,21,Health,Pharmacy,Essentials
1275,1276,-91.23,2025-03-10,3333,13,Leisure,Activities,Non-Essentials
1276,1277,-51.41,2023-11-07,2222,3,Purchases,Home Items,Non-Essentials
1277,1278,-74.73,2024-11-25,2222,25,Public Transports,Train,Essentials
1278,1279,-174.56,2023-10-14,2222,27,Clothing,Shoes,Non-Essentials
1279,1280,-18.63,2025-03-17,1111,26,Public Transports,Bus,Essentials
1280,1281,-53.54,2025-08-24,3333,25,Public Transports,Train,Essentials
1281,1282,-13.12,2025-11-04,3333,26,Public Transports,Bus,Essentials
1282,1283,-33.33,2024-10-25,3333,21,Health,Pharmacy,Essentials
1283,1284,-343.67,2025-04-06,1111,23,Taxes,Income Taxes,Essentials
1284,1285,-37.97,2023-11-22,1111,2,Car,Maintenance,Essentials
1285,1286,-682.0,2025-10-19,3333,4,Purchases,Electronics,Non-Essentials
1286,1287,-98.55,2024-04-19,3333,18,Health,Medical Appointments,Essentials
1287,1288,-305.43,2023-12-23,3333,9,Holidays,Airplane,Non-Essentials
1288,1289,-39.01,2025-05-10,1111,14,Leisure,Bar,Non-Essentials
1289,1290,-195.21,2023-08-23,1111,2,Car,Maintenance,Essentials
1290,1291,-49.68,2025-02-05,3333,28,Clothing,Clothes,Non-Essentials
1291,1292,-85.66,2023-12-23,2222,25,Public Transports,Train,Essentials
1292,1293,-713.79,2025-02-12,1111,4,Purchases,Electronics,Non-Essentials
1293,1294,-61.64,2024-02-14,1111,25,Public Transports,Train,Essentials
1294,1295,-345.55,2024-08-08,1111,10,Holidays,Hotel Stays,Non-Essentials
1295,1296,-243.27,2025-06-07,3333,7,Home Expenses,Heating,Essentials
1296,1297,-98.92,2023-02-19,3333,7,Home Expenses,Heating,Essentials
1297,1298,-9.33,2023-03-10,1111,26,Public Transports,Bus,Essentials
1298,1299,-85.96,2025-04-15,3333,1,Car,Fuel,Essentials
1299,1300,-89.16,2024-11-28,1111,16,Leisure,Restaurant,Non-Essentials
1300,1301,-37.85,2025-10-13,1111,26,Public Transports,Bus,Essentials
1301,1302,-205.48,2025-08-28,3333,7,Home Expenses,Heating,Essentials
1302,1303,-42.08,2023-10-10,1111,13,Leisure,Activities,Non-Essentials
1303,1304,-75.58,2025-02-09,1111,16,Leisure,Restaurant,Non-Essentials
1304,1305,-154.7,2025-11-25,2222,23,Taxes,Income Taxes,Essentials
1305,1306,-162.03,2024-04-17,1111,4,Purchases,Electronics,Non-Essentials
1306,1307,-20.0,2023-05-01,1111,24,Telecom,Telecom,Essentials
1307,1308,-280.57,2024-05-29,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1308,1309,-84.42,2023-11-20,2222,27,Clothing,Shoes,Non-Essentials
1309,1310,-116.2,2024-05-09,3333,3,Purchases,Home Items,Non-Essentials
1310,1311,-55.0,2025-03-28,3333,16,Leisure,Restaurant,Non-Essentials
1311,1312,-177.4,2023-08-16,3333,2,Car,Maintenance,Essentials
1312,1313,-190.54,2024-06-22,3333,18,Health,Medical Appointments,Essentials
1313,1314,-53.23,2025-05-13,2222,1,Car,Fuel,Essentials
1314,1315,-153.6,2023-05-02,1111,7,Home Expenses,Heating,Essentials
1315,1316,-200.36,2024-11-06,3333,7,Home Expenses,Heating,Essentials
1316,1317,-93.62,2023-05-30,3333,2,Car,Maintenance,Essentials
1317,1318,-20.0,2023-11-04,2222,24,Telecom,Telecom,Essentials
1318,1319,-190.98,2023-06-15,3333,3,Purchases,Home Items,Non-Essentials
1319,1320,-191.99,2024-07-08,3333,18,Health,Medical Appointments,Essentials
1320,1321,-58.1,2025-10-14,3333,2,Car,Maintenance,Essentials
1321,1322,-850.34,2025-06-02,2222,9,Holidays,Airplane,Non-Essentials
1322,1323,-245.39,2024-04-11,1111,11,Holidays,Extra Holiday Expenses,Non-Essentials
1323,1324,-37.12,2024-02-06,3333,2,Car,Maintenance,Essentials
1324,1325,-20.0,2023-03-05,3333,24,Telecom,Telecom,Essentials
1325,1326,-57.82,2025-02-11,3333,18,Health,Medical Appointments,Essentials
1326,1327,-42.89,2025-05-24,3333,5,Home Expenses,Water,Essentials
1327,1328,-33.47,2023-08-30,3333,5,Home Expenses,Water,Essentials
1328,1329,-41.66,2024-12-03,2222,13,Leisure,Activities,Non-Essentials
1329,1330,-94.31,2023-07-08,3333,2,Car,Maintenance,Essentials
1330,1331,-72.71,2023-04-04,1111,1,Car,Fuel,Essentials
1331,1332,-97.48,2023-04-27,1111,28,Clothing,Clothes,Non-Essentials
1332,1333,-64.21,2024-01-05,2222,2,Car,Maintenance,Essentials
1333,1334,-114.81,2024-05-15,2222,2,Car,Maintenance,Essentials
1334,1335,-48.18,2025-09-07,3333,5,Home Expenses,Water,Essentials
1335,1336,-673.76,2023-06-06,2222,4,Purchases,Electronics,Non-Essentials
1336,1337,-36.47,2025-01-01,1111,16,Leisure,Restaurant,Non-Essentials
1337,1338,-112.71,2025-01-21,3333,16,Leisure,Restaurant,Non-Essentials
1338,1339,-267.24,2024-05-15,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1339,1340,-259.43,2025-10-28,1111,10,Holidays,Hotel Stays,Non-Essentials
1340,1341,-123.59,2025-04-21,3333,2,Car,Maintenance,Essentials
1341,1342,-20.0,2024-10-04,1111,24,Telecom,Telecom,Essentials
1342,1343,-55.24,2024-04-17,2222,5,Home Expenses,Water,Essentials
1343,1344,-179.3,2023-09-09,2222,28,Clothing,Clothes,Non-Essentials
1344,1345,-250.42,2023-10-18,1111,28,Clothing,Clothes,Non-Essentials
1345,1346,-898.34,2025-07-18,1111,9,Holidays,Airplane,Non-Essentials
1346,1347,-99.89,2023-03-11,2222,1,Car,Fuel,Essentials
1347,1348,-394.12,2024-09-07,1111,10,Holidays,Hotel Stays,Non-Essentials
1348,1349,-105.35,2025-02-25,2222,2,Car,Maintenance,Essentials
1349,1350,-136.28,2025-02-26,2222,1,Car,Fuel,Essentials
1350,1351,-90.6,2025-02-15,1111,2,Car,Maintenance,Essentials
1351,1352,-24.4,2023-04-18,3333,26,Public Transports,Bus,Essentials
1352,1353,-57.83,2024-12-13,1111,11,Holidays,Extra Holiday Expenses,Non-Essentials
1353,1354,-67.72,2024-11-19,2222,16,Leisure,Restaurant,Non-Essentials
1354,1355,-251.58,2023-02-26,2222,23,Taxes,Income Taxes,Essentials
1355,1356,-253.89,2025-06-07,2222,28,Clothing,Clothes,Non-Essentials
1356,1357,-280.71,2023-04-27,1111,28,Clothing,Clothes,Non-Essentials
1357,1358,-51.05,2024-08-11,3333,22,Taxes,Documents,Essentials
1358,1359,-75.1,2024-06-16,1111,16,Leisure,Restaurant,Non-Essentials
1359,1360,-26.03,2024-05-02,1111,14,Leisure,Bar,Non-Essentials
1360,1361,-78.07,2024-07-15,1111,1,Car,Fuel,Essentials
1361,1362,-971.34,2024-08-28,2222,9,Holidays,Airplane,Non-Essentials
1362,1363,-376.22,2024-07-15,2222,23,Taxes,Income Taxes,Essentials
1363,1364,-429.61,2023-01-26,1111,10,Holidays,Hotel Stays,Non-Essentials
1364,1365,-192.11,2024-10-19,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1365,1366,-94.38,2023-02-05,2222,6,Home Expenses,Electricity,Essentials
1366,1367,-96.64,2025-01-04,2222,1,Car,Fuel,Essentials
1367,1368,-85.99,2024-03-22,2222,25,Public Transports,Train,Essentials
1368,1369,-186.48,2023-06-12,2222,2,Car,Maintenance,Essentials
1369,1370,-20.0,2024-06-01,2222,24,Telecom,Telecom,Essentials
1370,1371,-75.8,2024-07-19,2222,6,Home Expenses,Electricity,Essentials
1371,1372,-69.08,2023-12-24,1111,18,Health,Medical Appointments,Essentials
1372,1373,-62.8,2024-04-21,1111,16,Leisure,Restaurant,Non-Essentials
1373,1374,-13.47,2025-11-03,2222,25,Public Transports,Train,Essentials
1374,1375,-322.13,2024-04-11,1111,23,Taxes,Income Taxes,Essentials
1375,1376,-198.55,2024-06-11,1111,27,Clothing,Shoes,Non-Essentials
1376,1377,-43.02,2024-12-24,3333,26,Public Transports,Bus,Essentials
1377,1378,-28.05,2024-04-25,2222,27,Clothing,Shoes,Non-Essentials
1378,1379,-123.61,2025-06-27,1111,4,Purchases,Electronics,Non-Essentials
1379,1380,-16.97,2024-02-22,2222,21,Health,Pharmacy,Essentials
1380,1381,-359.95,2025-05-01,1111,23,Taxes,Income Taxes,Essentials
1381,1382,-48.38,2024-08-02,1111,25,Public Transports,Train,Essentials
1382,1383,-82.65,2025-01-07,2222,1,Car,Fuel,Essentials
1383,1384,-274.35,2025-02-06,2222,15,Groceries,Groceries,Essentials
1384,1385,-205.48,2023-11-25,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1385,1386,-108.54,2023-11-04,3333,2,Car,Maintenance,Essentials
1386,1387,-60.62,2024-03-09,2222,1,Car,Fuel,Essentials
1387,1388,-74.42,2025-11-06,3333,21,Health,Pharmacy,Essentials
1388,1389,-81.93,2024-03-16,2222,27,Clothing,Shoes,Non-Essentials
1389,1390,-122.82,2023-11-04,2222,23,Taxes,Income Taxes,Essentials
1390,1391,-17.06,2023-06-08,1111,25,Public Transports,Train,Essentials
1391,1392,-452.45,2025-05-06,3333,23,Taxes,Income Taxes,Essentials
1392,1393,-62.74,2023-04-16,3333,28,Clothing,Clothes,Non-Essentials
1393,1394,-148.88,2025-06-22,2222,18,Health,Medical Appointments,Essentials
1394,1395,-197.51,2024-08-23,1111,10,Holidays,Hotel Stays,Non-Essentials
1396,1397,-60.93,2023-08-25,3333,16,Leisure,Restaurant,Non-Essentials
1397,1398,-645.01,2025-04-19,2222,9,Holidays,Airplane,Non-Essentials
1398,1399,-83.36,2025-11-01,1111,3,Purchases,Home Items,Non-Essentials
1399,1400,-68.8,2024-04-16,2222,13,Leisure,Activities,Non-Essentials
1400,1401,-107.44,2023-09-14,3333,15,Groceries,Groceries,Essentials
1401,1402,-976.45,2025-04-14,3333,9,Holidays,Airplane,Non-Essentials
1402,1403,-566.13,2024-06-17,2222,23,Taxes,Income Taxes,Essentials
1404,1405,-176.26,2023-10-31,3333,15,Groceries,Groceries,Essentials
1405,1406,-144.89,2024-02-10,1111,18,Health,Medical Appointments,Essentials
1406,1407,-22.02,2023-09-05,2222,16,Leisure,Restaurant,Non-Essentials
1407,1408,-482.75,2025-08-20,3333,10,Holidays,Hotel Stays,Non-Essentials
1408,1409,-170.08,2023-03-11,2222,4,Purchases,Electronics,Non-Essentials
1409,1410,-119.0,2023-05-30,1111,1,Car,Fuel,Essentials
1410,1411,-88.02,2025-03-05,2222,21,Health,Pharmacy,Essentials
1411,1412,-21.47,2024-05-09,3333,13,Leisure,Activities,Non-Essentials
1412,1413,-79.76,2024-11-20,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1413,1414,-20.0,2024-01-05,1111,24,Telecom,Telecom,Essentials
1414,1415,-278.6,2025-07-08,2222,28,Clothing,Clothes,Non-Essentials
1415,1416,-50.48,2025-06-11,2222,25,Public Transports,Train,Essentials
1416,1417,-155.02,2024-01-11,3333,18,Health,Medical Appointments,Essentials
1417,1418,-741.44,2025-11-09,1111,23,Taxes,Income Taxes,Essentials
1418,1419,-56.87,2025-01-27,3333,5,Home Expenses,Water,Essentials
1419,1420,-50.82,2024-10-18,2222,25,Public Transports,Train,Essentials
1420,1421,-100.87,2024-07-26,1111,6,Home Expenses,Electricity,Essentials
1421,1422,-497.35,2024-11-29,1111,9,Holidays,Airplane,Non-Essentials
1422,1423,-462.37,2025-11-06,2222,23,Taxes,Income Taxes,Essentials
1423,1424,-130.7,2024-10-14,1111,11,Holidays,Extra Holiday Expenses,Non-Essentials
1424,1425,-31.26,2024-03-07,2222,5,Home Expenses,Water,Essentials
1425,1426,-35.04,2024-10-05,1111,21,Health,Pharmacy,Essentials
1426,1427,-35.63,2023-08-31,2222,13,Leisure,Activities,Non-Essentials
1427,1428,-343.32,2024-04-03,1111,10,Holidays,Hotel Stays,Non-Essentials
1428,1429,-284.8,2024-06-15,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1429,1430,-928.29,2024-07-24,1111,4,Purchases,Electronics,Non-Essentials
1430,1431,-246.5,2025-11-07,1111,4,Purchases,Electronics,Non-Essentials
1431,1432,-109.84,2023-03-23,3333,1,Car,Fuel,Essentials
1432,1433,-83.92,2023-01-14,2222,22,Taxes,Documents,Essentials
1433,1434,-86.95,2024-07-31,3333,1,Car,Fuel,Essentials
1434,1435,-233.02,2023-09-16,2222,15,Groceries,Groceries,Essentials
1435,1436,-279.5,2023-09-03,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1436,1437,-173.31,2023-06-27,1111,15,Groceries,Groceries,Essentials
1437,1438,-465.82,2023-08-27,2222,10,Holidays,Hotel Stays,Non-Essentials
1438,1439,-153.97,2024-03-31,3333,3,Purchases,Home Items,Non-Essentials
1439,1440,-78.88,2025-11-04,2222,3,Purchases,Home Items,Non-Essentials
1440,1441,-326.73,2025-11-16,3333,10,Holidays,Hotel Stays,Non-Essentials
1441,1442,-147.23,2024-10-06,1111,3,Purchases,Home Items,Non-Essentials
1442,1443,-75.11,2024-10-12,1111,15,Groceries,Groceries,Essentials
1443,1444,-72.89,2023-03-14,3333,22,Taxes,Documents,Essentials
1444,1445,-10.72,2023-10-08,3333,25,Public Transports,Train,Essentials
1445,1446,-44.25,2024-03-26,3333,14,Leisure,Bar,Non-Essentials
1446,1447,-138.36,2023-11-07,2222,7,Home Expenses,Heating,Essentials
1447,1448,-123.36,2024-08-01,1111,6,Home Expenses,Electricity,Essentials
1448,1449,-219.65,2023-07-01,3333,7,Home Expenses,Heating,Essentials
1449,1450,-232.35,2023-01-07,2222,28,Clothing,Clothes,Non-Essentials
1450,1451,-108.32,2024-03-03,3333,3,Purchases,Home Items,Non-Essentials
1451,1452,-53.88,2024-06-22,3333,6,Home Expenses,Electricity,Essentials
1452,1453,-33.4,2024-04-25,3333,14,Leisure,Bar,Non-Essentials
1453,1454,-53.58,2024-01-04,2222,13,Leisure,Activities,Non-Essentials
1454,1455,-1075.04,2025-09-20,2222,9,Holidays,Airplane,Non-Essentials
1455,1456,-45.3,2025-01-01,3333,25,Public Transports,Train,Essentials
1456,1457,-94.31,2024-03-24,1111,18,Health,Medical Appointments,Essentials
1457,1458,-154.9,2025-07-04,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1458,1459,-862.42,2023-08-26,1111,9,Holidays,Airplane,Non-Essentials
1459,1460,-144.32,2023-08-21,2222,16,Leisure,Restaurant,Non-Essentials
1460,1461,-91.66,2023-09-20,2222,27,Clothing,Shoes,Non-Essentials
1461,1462,-140.16,2024-04-25,1111,18,Health,Medical Appointments,Essentials
1462,1463,-116.98,2024-03-16,2222,11,Holidays,Extra Holiday Expenses,Non-Essentials
1463,1464,-181.81,2024-10-23,2222,2,Car,Maintenance,Essentials
1464,1465,-19.29,2025-03-12,2222,26,Public Transports,Bus,Essentials
1465,1466,-149.67,2023-04-22,2222,15,Groceries,Groceries,Essentials
1466,1467,-159.23,2024-11-26,3333,18,Health,Medical Appointments,Essentials
1467,1468,-113.3,2025-04-19,1111,2,Car,Maintenance,Essentials
1468,1469,-712.94,2024-02-27,3333,23,Taxes,Income Taxes,Essentials
1469,1470,-950.48,2024-11-06,1111,4,Purchases,Electronics,Non-Essentials
1470,1471,-20.0,2023-04-01,2222,24,Telecom,Telecom,Essentials
1471,1472,-160.48,2024-11-13,2222,3,Purchases,Home Items,Non-Essentials
1472,1473,-25.08,2023-04-11,3333,22,Taxes,Documents,Essentials
1473,1474,-159.66,2024-02-11,1111,7,Home Expenses,Heating,Essentials
1474,1475,-51.64,2024-04-14,2222,16,Leisure,Restaurant,Non-Essentials
1475,1476,-141.07,2024-11-09,2222,6,Home Expenses,Electricity,Essentials
1476,1477,-201.65,2024-05-24,1111,7,Home Expenses,Heating,Essentials
1477,1478,-258.28,2023-07-29,3333,2,Car,Maintenance,Essentials
1478,1479,-40.61,2023-03-28,1111,14,Leisure,Bar,Non-Essentials
1479,1480,-125.37,2024-04-16,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1480,1481,-64.52,2024-07-11,3333,27,Clothing,Shoes,Non-Essentials
1481,1482,-822.35,2025-02-12,3333,4,Purchases,Electronics,Non-Essentials
1482,1483,-10.9,2024-07-06,1111,14,Leisure,Bar,Non-Essentials
1483,1484,-33.3,2025-04-30,1111,3,Purchases,Home Items,Non-Essentials
1484,1485,-124.27,2023-11-07,1111,1,Car,Fuel,Essentials
1485,1486,-188.81,2025-03-12,1111,28,Clothing,Clothes,Non-Essentials
1486,1487,-72.97,2024-10-24,2222,16,Leisure,Restaurant,Non-Essentials
1487,1488,-76.91,2024-09-10,2222,21,Health,Pharmacy,Essentials
1488,1489,-46.35,2024-06-25,3333,16,Leisure,Restaurant,Non-Essentials
1489,1490,-429.98,2024-08-19,2222,23,Taxes,Income Taxes,Essentials
1490,1491,-60.01,2025-04-12,3333,3,Purchases,Home Items,Non-Essentials
1491,1492,-341.67,2025-11-03,1111,10,Holidays,Hotel Stays,Non-Essentials
1492,1493,-5.77,2025-10-14,3333,14,Leisure,Bar,Non-Essentials
1493,1494,-47.82,2023-08-10,2222,14,Leisure,Bar,Non-Essentials
1494,1495,-777.88,2023-02-20,2222,9,Holidays,Airplane,Non-Essentials
1495,1496,-647.09,2025-09-03,3333,9,Holidays,Airplane,Non-Essentials
1496,1497,-660.68,2024-11-11,1111,4,Purchases,Electronics,Non-Essentials
1497,1498,-97.82,2023-07-15,3333,25,Public Transports,Train,Essentials
1498,1499,-70.77,2025-09-30,3333,6,Home Expenses,Electricity,Essentials
1499,1500,-283.89,2025-04-05,3333,9,Holidays,Airplane,Non-Essentials
1500,1501,-128.51,2024-04-21,1111,18,Health,Medical Appointments,Essentials
1501,1502,-87.8,2024-09-29,3333,18,Health,Medical Appointments,Essentials
1503,1504,-121.76,2025-04-12,1111,27,Clothing,Shoes,Non-Essentials
1504,1505,-445.2,2025-09-27,3333,10,Holidays,Hotel Stays,Non-Essentials
1505,1506,-96.95,2024-04-27,2222,18,Health,Medical Appointments,Essentials
1506,1507,-112.15,2025-11-19,3333,16,Leisure,Restaurant,Non-Essentials
1507,1508,-298.04,2023-06-16,1111,28,Clothing,Clothes,Non-Essentials
1508,1509,-224.81,2025-02-08,1111,15,Groceries,Groceries,Essentials
1509,1510,-66.21,2023-09-06,1111,1,Car,Fuel,Essentials
1510,1511,-176.27,2023-08-21,1111,7,Home Expenses,Heating,Essentials
1511,1512,-173.8,2025-09-24,1111,15,Groceries,Groceries,Essentials
1512,1513,-266.04,2025-05-06,2222,28,Clothing,Clothes,Non-Essentials
1513,1514,-79.68,2025-06-10,2222,1,Car,Fuel,Essentials
1514,1515,-278.93,2024-07-09,3333,28,Clothing,Clothes,Non-Essentials
1516,1517,-24.94,2024-08-17,3333,25,Public Transports,Train,Essentials
1517,1518,-14.2,2025-01-30,3333,26,Public Transports,Bus,Essentials
1518,1519,-42.56,2025-08-05,1111,16,Leisure,Restaurant,Non-Essentials
1520,1521,-74.36,2025-08-28,1111,21,Health,Pharmacy,Essentials
1522,1523,-198.8,2023-01-12,2222,3,Purchases,Home Items,Non-Essentials
1523,1524,-53.78,2023-07-12,3333,27,Clothing,Shoes,Non-Essentials
1524,1525,-63.03,2023-05-06,3333,16,Leisure,Restaurant,Non-Essentials
1525,1526,-97.28,2023-05-17,2222,16,Leisure,Restaurant,Non-Essentials
1526,1527,-60.32,2024-04-07,2222,25,Public Transports,Train,Essentials
1527,1528,-11.27,2024-01-30,2222,25,Public Transports,Train,Essentials
1528,1529,-255.19,2025-05-22,3333,11,Holidays,Extra Holiday Expenses,Non-Essentials
1529,1530,-112.55,2025-04-05,2222,28,Clothing,Clothes,Non-Essentials
1530,1531,-63.28,2024-02-19,1111,16,Leisure,Restaurant,Non-Essentials
1531,1532,-206.7,2024-03-19,2222,23,Taxes,Income Taxes,Essentials
1532,1533,-76.29,2023-07-29,1111,6,Home Expenses,Electricity,Essentials
1533,1534,-62.86,2025-02-23,2222,21,Health,Pharmacy,Essentials
1534,1535,-640.39,2024-07-21,3333,23,Taxes,Income Taxes,Essentials
