id_expense;value;date;account_number;category_id;main_category;secondary_category
1428;-343.32;03/04/2024;1111;10;Holidays;Hotel Stays
1429;-284.8;15/06/2024;3333;11;Holidays;Extra Holiday Expenses
1430;-928.29;24/07/2024;1111;4;Purchases;Electronics
1431;-246.5;07/11/2025;1111;4;Purchases;Electronics
1432;-109.84;23/03/2023;3333;1;Car;Fuel
1433;-83.92;14/01/2023;2222;22;Taxes;Documents
1434;-86.95;31/07/2024;3333;1;Car;Fuel
1435;-233.02;16/09/2023;2222;15;Groceries;Groceries
1436;-279.5;03/09/2023;2222;11;Holidays;Extra Holiday Expenses
1437;-173.31;27/06/2023;1111;15;Groceries;Groceries
1438;-465.82;27/08/2023;2222;10;Holidays;Hotel Stays
1439;-153.97;31/03/2024;3333;3;Purchases;Home Items
1440;-78.88;04/11/2025;2222;3;Purchases;Home Items
1441;-326.73;16/11/2025;3333;10;Holidays;Hotel Stays
1442;-147.23;06/10/2024;1111;3;Purchases;Home Items
1443;-75.11;12/10/2024;1111;15;Groceries;Groceries
1444;-72.89;14/03/2023;3333;22;Taxes;Documents
1445;-10.72;08/10/2023;3333;25;Public Transports;Train
1446;-44.25;26/03/2024;3333;14;Leisure;Bar
1447;-138.36;07/11/2023;2222;7;Home Expenses;Heating
1448;-123.36;01/08/2024;1111;6;Home Expenses;Electricity
1449;-219.65;01/07/2023;3333;7;Home Expenses;Heating
1450;-232.35;07/01/2023;2222;28;Clothing;Clothes
1451;-108.32;03/03/2024;3333;3;Purchases;Home Items
1452;-53.88;22/06/2024;3333;6;Home Expenses;Electricity
1453;-33.4;25/04/2024;3333;14;Leisure;Bar
1454;-53.58;04/01/2024;2222;13;Leisure;Activities
1455;-1075.04;20/09/2025;2222;9;Holidays;Airplane
1456;-45.3;01/01/2025;3333;25;Public Transports;Train
1457;-94.31;24/03/2024;1111;18;Health;Medical Appointments
1458;-154.9;04/07/2025;2222;11;Holidays;Extra Holiday Expenses
1459;-862.42;26/08/2023;1111;9;Holidays;Airplane
1460;-144.32;21/08/2023;2222;16;Leisure;Restaurant
1461;-91.66;20/09/2023;2222;27;Clothing;Shoes
1462;-140.16;25/04/2024;1111;18;Health;Medical Appointments
1463;-116.98;16/03/2024;2222;11;Holidays;Extra Holiday Expenses
1464;-181.81;23/10/2024;2222;2;Car;Maintenance
1465;-19.29;12/03/2025;2222;26;Public Transports;Bus
1466;-149.67;22/04/2023;2222;15;Groceries;Groceries
1467;-159.23;26/11/2024;3333;18;Health;Medical Appointments
1468;-113.3;19/04/2025;1111;2;Car;Maintenance
1469;-712.94;27/02/2024;3333;23;Taxes;Income Taxes
1470;-950.48;06/11/2024;1111;4;Purchases;Electronics
1471;-20;01/04/2023;2222;24;Telecom;Telecom
1472;-160.48;13/11/2024;2222;3;Purchases;Home Items
1473;-25.08;11/04/2023;3333;22;Taxes;Documents
1474;-159.66;11/02/2024;1111;7;Home Expenses;Heating
1475;-51.64;14/04/2024;2222;16;Leisure;Restaurant
1476;-141.07;09/11/2024;2222;6;Home Expenses;Electricity
1477;-201.65;24/05/2024;1111;7;Home Expenses;Heating
1478;-258.28;29/07/2023;3333;2;Car;Maintenance
1479;-40.61;28/03/2023;1111;14;Leisure;Bar
1480;-125.37;16/04/2024;3333;11;Holidays;Extra Holiday Expenses
1481;-64.52;11/07/2024;3333;27;Clothing;Shoes
1482;-822.35;12/02/2025;3333;4;Purchases;Electronics
1483;-10.9;06/07/2024;1111;14;Leisure;Bar
1484;-33.3;30/04/2025;1111;3;Purchases;Home Items
1485;-124.27;07/11/2023;1111;1;Car;Fuel
1486;-188.81;12/03/2025;1111;28;Clothing;Clothes
1487;-72.97;24/10/2024;2222;16;Leisure;Restaurant
1488;-76.91;10/09/2024;2222;21;Health;Pharmacy
1489;-46.35;25/06/2024;3333;16;Leisure;Restaurant
1490;-429.98;19/08/2024;2222;23;Taxes;Income Taxes
1491;-60.01;12/04/2025;3333;3;Purchases;Home Items
1492;-341.67;03/11/2025;1111;10;Holidays;Hotel Stays
1493;-5.77;14/10/2025;3333;14;Leisure;Bar
1494;-47.82;10/08/2023;2222;14;Leisure;Bar
1495;-777.88;20/02/2023;2222;9;Holidays;Airplane
1496;-647.09;03/09/2025;3333;9;Holidays;Airplane
1497;-660.68;11/11/2024;1111;4;Purchases;Electronics
1498;-97.82;15/07/2023;3333;25;Public Transports;Train
1499;-70.77;30/09/2025;3333;6;Home Expenses;Electricity
1500;-283.89;05/04/2025;3333;9;Holidays;Airplane
1501;-128.51;21/04/2024;1111;18;Health;Medical Appointments
1502;-87.8;29/09/2024;3333;18;Health;Medical Appointments
1503;850.89;16/03/2023;2222;12;Income;Investiments
1504;-121.76;12/04/2025;1111;27;Clothing;Shoes
1505;-445.2;27/09/2025;3333;10;Holidays;Hotel Stays
1506;-96.95;27/04/2024;2222;18;Health;Medical Appointments
1507;-112.15;19/11/2025;3333;16;Leisure;Restaurant
1508;-298.04;16/06/2023;1111;28;Clothing;Clothes
1509;-224.81;08/02/2025;1111;15;Groceries;Groceries
1510;-66.21;06/09/2023;1111;1;Car;Fuel
1511;-176.27;21/08/2023;1111;7;Home Expenses;Heating
1512;-173.8;24/09/2025;1111;15;Groceries;Groceries
1513;-266.04;06/05/2025;2222;28;Clothing;Clothes
1514;-79.68;10/06/2025;2222;1;Car;Fuel
1515;-278.93;09/07/2024;3333;28;Clothing;Clothes
1516;653.59;31/01/2025;3333;12;Income;Investiments
1517;-24.94;17/08/2024;3333;25;Public Transports;Train
1518;-14.2;30/01/2025;3333;26;Public Transports;Bus
1519;-42.56;05/08/2025;1111;16;Leisure;Restaurant
1520;934.37;05/10/2023;1111;12;Income;Investiments
1521;-74.36;28/08/2025;1111;21;Health;Pharmacy
1522;474.67;04/11/2023;2222;12;Income;Investiments
1523;-198.8;12/01/2023;2222;3;Purchases;Home Items
1524;-53.78;12/07/2023;3333;27;Clothing;Shoes
1525;-63.03;06/05/2023;3333;16;Leisure;Restaurant
1526;-97.28;17/05/2023;2222;16;Leisure;Restaurant
1527;-60.32;07/04/2024;2222;25;Public Transports;Train
1528;-11.27;30/01/2024;2222;25;Public Transports;Train
1529;-255.19;22/05/2025;3333;11;Holidays;Extra Holiday Expenses
1530;-112.55;05/04/2025;2222;28;Clothing;Clothes
1531;-63.28;19/02/2024;1111;16;Leisure;Restaurant
1532;-206.7;19/03/2024;2222;23;Taxes;Income Taxes
1533;-76.29;29/07/2023;1111;6;Home Expenses;Electricity
1534;-62.86;23/02/2025;2222;21;Health;Pharmacy
1535;-640.39;21/07/2024;3333;23;Taxes;Income Taxes
1536;-63.42;27/08/2025;1111;16;Leisure;Restaurant
1537;-50.27;19/04/2024;1111;6;Home Expenses;Electricity
1538;-187.32;28/10/2023;1111;3;Purchases;Home Items
1539;-97.55;01/01/2023;2222;6;Home Expenses;Electricity
1540;-181.27;17/04/2023;1111;3;Purchases;Home Items
1541;-82.65;21/05/2025;3333;21;Health;Pharmacy
1542;-99.06;21/10/2025;1111;18;Health;Medical Appointments
1543;-760.15;11/02/2025;2222;9;Holidays;Airplane
1544;-105.41;30/09/2024;3333;27;Clothing;Shoes
1545;577.62;14/03/2024;1111;12;Income;Investiments
1546;-85.02;20/10/2023;2222;25;Public Transports;Train
1547;-55.33;28/05/2024;3333;16;Leisure;Restaurant
1548;-580.01;10/06/2025;3333;4;Purchases;Electronics
1549;-26.02;18/01/2025;2222;13;Leisure;Activities
1550;-20.57;18/05/2025;1111;26;Public Transports;Bus
1551;-57.99;27/01/2024;2222;16;Leisure;Restaurant
1552;-26.11;22/01/2023;1111;13;Leisure;Activities
1553;-66.93;04/02/2024;1111;16;Leisure;Restaurant
1554;-317.27;12/07/2023;2222;23;Taxes;Income Taxes
1555;-351.4;27/01/2023;3333;10;Holidays;Hotel Stays
1556;-116.76;17/07/2024;3333;10;Holidays;Hotel Stays
1557;-109.74;02/06/2024;2222;18;Health;Medical Appointments
1558;-15.15;04/03/2023;3333;25;Public Transports;Train
1559;-199.58;19/07/2025;2222;18;Health;Medical Appointments
1560;-97.34;01/08/2023;1111;6;Home Expenses;Electricity
1561;-12.6;10/11/2023;3333;13;Leisure;Activities
1562;-77.77;27/09/2023;1111;28;Clothing;Clothes
1563;-258.52;02/09/2023;1111;15;Groceries;Groceries
1564;-102.87;08/05/2023;2222;16;Leisure;Restaurant
1565;-865;22/07/2024;1111;4;Purchases;Electronics
1566;-65.26;04/02/2023;2222;25;Public Transports;Train
1567;-43.17;10/10/2024;3333;26;Public Transports;Bus
1568;-140.57;20/01/2025;3333;6;Home Expenses;Electricity
1569;-144.05;05/04/2025;2222;1;Car;Fuel
1570;-35.13;14/05/2023;1111;26;Public Transports;Bus
1571;-23.28;30/06/2024;1111;21;Health;Pharmacy
1572;-94.34;18/07/2024;3333;6;Home Expenses;Electricity
1573;-231.52;18/04/2025;1111;7;Home Expenses;Heating
1574;-77.21;07/01/2023;2222;25;Public Transports;Train
1575;-380.28;30/08/2023;2222;10;Holidays;Hotel Stays
1576;-93.86;26/06/2023;3333;16;Leisure;Restaurant
1577;-31.46;05/07/2023;1111;16;Leisure;Restaurant
1578;-53.33;12/10/2024;3333;28;Clothing;Clothes
1579;-96.92;13/12/2023;1111;25;Public Transports;Train
1580;-220.35;31/07/2025;1111;7;Home Expenses;Heating
1581;-284.67;22/09/2024;3333;28;Clothing;Clothes
1582;-94.84;27/01/2024;3333;25;Public Transports;Train
1583;-65.84;20/04/2023;2222;28;Clothing;Clothes
1584;-71.67;25/07/2024;1111;27;Clothing;Shoes
1585;-320.88;07/04/2024;1111;23;Taxes;Income Taxes
1586;-541.78;29/12/2023;2222;10;Holidays;Hotel Stays
1587;-448.78;25/06/2024;1111;10;Holidays;Hotel Stays
1588;-103.27;14/01/2025;2222;18;Health;Medical Appointments
1589;-57.07;16/12/2023;1111;25;Public Transports;Train
1590;-369.98;07/03/2024;3333;23;Taxes;Income Taxes
1591;-136.73;14/08/2024;1111;15;Groceries;Groceries
1592;729.69;28/10/2025;3333;12;Income;Investiments
1593;-244.46;05/07/2023;3333;28;Clothing;Clothes
1594;-136.81;15/08/2025;2222;7;Home Expenses;Heating
1595;-278.92;24/11/2025;3333;2;Car;Maintenance
1596;-26.78;14/10/2023;2222;25;Public Transports;Train
1597;-326.09;12/02/2025;3333;23;Taxes;Income Taxes
1598;-730.89;22/10/2024;3333;23;Taxes;Income Taxes
1599;-648;17/01/2023;1111;4;Purchases;Electronics
1600;-168.87;20/11/2024;3333;15;Groceries;Groceries
1601;-227.76;03/01/2025;2222;4;Purchases;Electronics
1602;-96.68;17/01/2024;1111;6;Home Expenses;Electricity
1603;-125.2;23/07/2025;3333;16;Leisure;Restaurant
1604;-586.15;28/03/2025;2222;23;Taxes;Income Taxes
1605;-452.57;03/02/2025;3333;9;Holidays;Airplane
1606;534.3;01/04/2025;2222;12;Income;Investiments
1607;-292.11;24/04/2024;3333;2;Car;Maintenance
1608;-449.94;05/07/2024;3333;4;Purchases;Electronics
1609;-31.69;02/12/2023;3333;14;Leisure;Bar
1610;-142.24;11/02/2024;3333;6;Home Expenses;Electricity
1611;-33.9;13/11/2024;1111;5;Home Expenses;Water
1612;-75.67;17/10/2023;2222;3;Purchases;Home Items
1613;-71.48;01/08/2025;1111;16;Leisure;Restaurant
1614;-11.64;19/12/2023;2222;26;Public Transports;Bus
1615;-70.09;28/04/2024;1111;11;Holidays;Extra Holiday Expenses
1616;-72.54;16/05/2024;1111;15;Groceries;Groceries
1617;-29.99;05/02/2025;1111;26;Public Transports;Bus
1618;-73.9;24/07/2023;2222;18;Health;Medical Appointments
1619;-74.94;11/03/2024;2222;16;Leisure;Restaurant
1620;-21.93;07/08/2025;3333;26;Public Transports;Bus
1621;-963.06;16/07/2023;2222;9;Holidays;Airplane
1622;-39.55;01/10/2023;2222;5;Home Expenses;Water
1623;908.22;19/05/2025;3333;12;Income;Investiments
1624;-29.04;11/12/2024;2222;14;Leisure;Bar
1625;-38.32;25/02/2023;1111;26;Public Transports;Bus
1626;-38.91;26/04/2024;2222;16;Leisure;Restaurant
1627;-40.59;04/01/2023;3333;13;Leisure;Activities
1628;-20;02/09/2024;3333;24;Telecom;Telecom
1629;-338.08;20/01/2024;1111;9;Holidays;Airplane
1630;-146.43;10/07/2023;2222;7;Home Expenses;Heating
1631;-34.43;21/05/2025;1111;14;Leisure;Bar
1632;-127.77;11/09/2025;1111;11;Holidays;Extra Holiday Expenses
1633;-579.26;13/05/2025;1111;10;Holidays;Hotel Stays
1634;-89.82;25/11/2025;1111;6;Home Expenses;Electricity
1635;-124.81;10/12/2024;3333;16;Leisure;Restaurant
1636;-57.38;08/04/2025;1111;28;Clothing;Clothes
1637;-81.9;04/11/2025;2222;6;Home Expenses;Electricity
1638;-25.46;22/09/2025;3333;26;Public Transports;Bus
1639;-23.08;22/04/2023;2222;26;Public Transports;Bus
1640;-114.66;26/08/2023;3333;15;Groceries;Groceries
1641;-85.27;27/08/2025;3333;16;Leisure;Restaurant
1642;859.75;17/01/2025;1111;12;Income;Investiments
1643;-148.07;24/02/2025;3333;6;Home Expenses;Electricity
1644;-47.07;21/11/2024;3333;3;Purchases;Home Items
1645;-280.49;20/11/2025;3333;23;Taxes;Income Taxes
1646;-265.5;09/06/2025;1111;28;Clothing;Clothes
1647;-56.62;06/09/2023;2222;16;Leisure;Restaurant
1648;-67.72;26/01/2025;2222;16;Leisure;Restaurant
1649;-134.37;29/08/2024;1111;15;Groceries;Groceries
1650;-41.38;23/08/2024;2222;16;Leisure;Restaurant
1651;-54.38;26/10/2024;2222;15;Groceries;Groceries
1652;-13.21;17/08/2023;2222;25;Public Transports;Train
1653;-39.89;22/03/2025;1111;28;Clothing;Clothes
1654;-58.4;13/07/2023;1111;6;Home Expenses;Electricity
1655;-69.05;07/10/2025;2222;28;Clothing;Clothes
1656;-272.69;27/07/2025;3333;10;Holidays;Hotel Stays
1657;-42.21;27/07/2025;1111;16;Leisure;Restaurant
1658;-78.79;20/03/2023;1111;3;Purchases;Home Items
1659;-20;04/06/2025;2222;24;Telecom;Telecom
1660;-98.22;11/06/2023;2222;21;Health;Pharmacy
1661;-77.43;15/05/2025;2222;25;Public Transports;Train
1662;-68.39;10/06/2024;3333;1;Car;Fuel
1663;-76.84;12/06/2023;2222;25;Public Transports;Train
1664;-803.96;18/06/2024;2222;4;Purchases;Electronics
1665;-55.7;14/05/2024;3333;16;Leisure;Restaurant
1666;-131.04;26/08/2025;1111;2;Car;Maintenance
1667;-118.7;16/01/2024;2222;15;Groceries;Groceries
1668;-70.43;27/03/2025;1111;21;Health;Pharmacy
1669;-17.82;11/01/2023;2222;26;Public Transports;Bus
1670;-84.12;28/04/2025;3333;7;Home Expenses;Heating
1671;-38.24;05/08/2025;3333;5;Home Expenses;Water
1672;-38.63;29/03/2024;1111;25;Public Transports;Train
1673;-120.9;28/03/2024;1111;1;Car;Fuel
1674;-44.39;01/08/2025;3333;16;Leisure;Restaurant
1675;-208.69;04/11/2024;3333;15;Groceries;Groceries
1676;-26.4;26/01/2023;2222;14;Leisure;Bar
1677;387.68;29/06/2025;1111;12;Income;Investiments
1678;-131.07;18/10/2025;1111;16;Leisure;Restaurant
1679;-75.82;09/03/2025;2222;16;Leisure;Restaurant
1680;-6.45;10/06/2023;3333;14;Leisure;Bar
1681;-134.2;08/12/2024;1111;18;Health;Medical Appointments
1682;-244.56;26/01/2025;2222;7;Home Expenses;Heating
1683;-237.71;13/07/2025;3333;11;Holidays;Extra Holiday Expenses
1684;-23.84;08/12/2023;3333;16;Leisure;Restaurant
1685;-60.84;30/04/2025;1111;13;Leisure;Activities
1686;-189.11;02/10/2025;1111;11;Holidays;Extra Holiday Expenses
1687;-46.45;27/09/2023;2222;14;Leisure;Bar
1688;-20;05/09/2025;1111;24;Telecom;Telecom
1689;-14.82;15/08/2023;3333;14;Leisure;Bar
1690;-94.66;22/11/2023;3333;11;Holidays;Extra Holiday Expenses
1691;-29.75;21/12/2024;1111;14;Leisure;Bar
1692;-275.11;25/07/2024;2222;15;Groceries;Groceries
1693;-66.72;12/10/2024;3333;13;Leisure;Activities
1694;-62.6;06/04/2024;2222;16;Leisure;Restaurant
1695;-163.52;09/08/2024;2222;18;Health;Medical Appointments
1696;-142.39;30/12/2023;2222;6;Home Expenses;Electricity
1697;-50.83;15/11/2024;2222;11;Holidays;Extra Holiday Expenses
1698;-25.5;21/07/2023;2222;25;Public Transports;Train
1699;-557.17;06/05/2025;2222;23;Taxes;Income Taxes
1700;-220.01;04/04/2024;1111;7;Home Expenses;Heating
1701;-20;01/12/2024;3333;24;Telecom;Telecom
1702;-612.5;16/02/2023;2222;23;Taxes;Income Taxes
1703;-42.5;24/08/2025;3333;16;Leisure;Restaurant
1704;-191.33;16/02/2023;3333;3;Purchases;Home Items
1705;-74.18;08/03/2025;3333;16;Leisure;Restaurant
1706;-87.71;27/11/2023;2222;21;Health;Pharmacy
1707;-75.08;05/05/2024;1111;13;Leisure;Activities
1708;-190.57;14/02/2024;2222;18;Health;Medical Appointments
1709;-38.79;05/03/2023;1111;5;Home Expenses;Water
1710;-422.83;16/05/2024;3333;23;Taxes;Income Taxes
1711;-52.18;10/05/2024;1111;16;Leisure;Restaurant
1712;-85.03;16/08/2023;3333;16;Leisure;Restaurant
1713;884.88;23/11/2023;1111;12;Income;Investiments
1714;-113.87;24/05/2023;1111;16;Leisure;Restaurant
1715;-38.73;12/04/2025;3333;28;Clothing;Clothes
1716;-179.33;25/05/2023;2222;18;Health;Medical Appointments
1717;-541.68;05/09/2023;3333;10;Holidays;Hotel Stays
1718;-20;04/08/2023;2222;24;Telecom;Telecom
1719;-174.16;03/05/2023;2222;18;Health;Medical Appointments
1720;-42.27;23/03/2023;2222;14;Leisure;Bar
1721;-37.25;13/11/2025;3333;14;Leisure;Bar
1722;-49.6;12/09/2023;1111;25;Public Transports;Train
1723;-55.41;17/08/2023;3333;5;Home Expenses;Water
1724;-86.65;26/11/2024;1111;6;Home Expenses;Electricity
1725;-995.55;06/03/2024;2222;9;Holidays;Airplane
1726;-363.52;01/06/2023;2222;4;Purchases;Electronics
1727;-108.48;16/05/2024;2222;27;Clothing;Shoes
1728;365.76;29/06/2025;2222;12;Income;Investiments
1729;-110.94;17/07/2024;3333;16;Leisure;Restaurant
1730;-235.56;31/10/2023;3333;2;Car;Maintenance
1731;-56.49;29/01/2025;3333;11;Holidays;Extra Holiday Expenses
1732;-74.24;20/09/2024;3333;13;Leisure;Activities
1733;-106.76;16/09/2024;2222;6;Home Expenses;Electricity
1734;-99.18;26/08/2024;1111;27;Clothing;Shoes
1735;-247.4;21/09/2023;1111;28;Clothing;Clothes
1736;-44.62;25/02/2025;2222;16;Leisure;Restaurant
1737;-30.51;09/03/2024;3333;25;Public Transports;Train
1738;-87.09;25/01/2023;2222;11;Holidays;Extra Holiday Expenses
1739;-74.9;24/11/2025;2222;13;Leisure;Activities
1740;-142.77;15/12/2023;2222;18;Health;Medical Appointments
1741;-24.03;23/10/2025;2222;25;Public Transports;Train
1742;-43.69;20/09/2025;3333;21;Health;Pharmacy
1743;-137.08;14/09/2025;1111;6;Home Expenses;Electricity
1744;-184.57;30/01/2023;3333;18;Health;Medical Appointments
1745;-81.63;25/09/2024;1111;3;Purchases;Home Items
1746;-350.09;02/09/2023;3333;9;Holidays;Airplane
1747;-158.43;29/07/2025;3333;7;Home Expenses;Heating
1748;-91.57;12/04/2024;3333;25;Public Transports;Train
1749;-159.98;09/03/2023;2222;7;Home Expenses;Heating
1750;-18.9;05/11/2024;3333;25;Public Transports;Train
1751;-68.87;12/06/2023;1111;3;Purchases;Home Items
1752;-93.67;22/05/2024;1111;16;Leisure;Restaurant
1753;-498.63;10/01/2024;3333;10;Holidays;Hotel Stays
1754;-87.18;12/04/2024;3333;25;Public Transports;Train
1755;-102.09;24/03/2023;3333;27;Clothing;Shoes
1756;-375.99;07/07/2023;3333;10;Holidays;Hotel Stays
1757;-241.33;11/05/2023;1111;7;Home Expenses;Heating
1758;-37.25;01/03/2024;1111;21;Health;Pharmacy
1759;-785.68;04/09/2025;2222;9;Holidays;Airplane
1760;-560.09;15/04/2023;2222;4;Purchases;Electronics
1761;-16.57;06/09/2025;1111;25;Public Transports;Train
1762;-30.84;09/02/2024;1111;16;Leisure;Restaurant
1763;-67.15;24/09/2025;2222;16;Leisure;Restaurant
1764;-106.72;30/05/2025;1111;23;Taxes;Income Taxes
1765;-269.36;03/02/2024;3333;28;Clothing;Clothes
1766;-65.3;23/07/2025;1111;25;Public Transports;Train
1767;-477.28;08/07/2024;2222;10;Holidays;Hotel Stays
1768;-25.89;04/11/2025;2222;25;Public Transports;Train
1769;-35.54;05/09/2024;2222;21;Health;Pharmacy
1770;-39.92;17/07/2024;3333;22;Taxes;Documents
1771;-60.24;20/06/2025;1111;16;Leisure;Restaurant
1772;-98.76;15/10/2024;3333;6;Home Expenses;Electricity
1773;-124.37;02/01/2024;1111;18;Health;Medical Appointments
1774;-218.24;13/07/2023;2222;15;Groceries;Groceries
1775;674.09;10/01/2024;1111;12;Income;Investiments
1776;-774.71;12/03/2024;2222;4;Purchases;Electronics
1777;-37.48;24/08/2025;1111;21;Health;Pharmacy
1778;-18.5;06/03/2024;3333;26;Public Transports;Bus
1779;-11.96;17/11/2023;1111;26;Public Transports;Bus
1780;-40.36;20/11/2023;3333;14;Leisure;Bar
1781;-12.07;23/11/2025;2222;26;Public Transports;Bus
1782;-63.57;03/05/2025;3333;25;Public Transports;Train
1783;-214.36;22/06/2024;2222;10;Holidays;Hotel Stays
1784;-142.7;19/09/2024;2222;11;Holidays;Extra Holiday Expenses
1785;-125.56;07/10/2024;2222;28;Clothing;Clothes
1786;-156.32;16/03/2025;2222;11;Holidays;Extra Holiday Expenses
1787;-126.22;07/04/2025;1111;1;Car;Fuel
1788;-138.4;14/10/2023;2222;15;Groceries;Groceries
1789;-109.74;19/02/2024;1111;10;Holidays;Hotel Stays
1790;-37.25;26/08/2024;2222;26;Public Transports;Bus
1791;-82.18;22/02/2025;2222;1;Car;Fuel
1792;-64.8;13/02/2024;1111;16;Leisure;Restaurant
1793;-55.15;15/07/2024;1111;16;Leisure;Restaurant
1794;-63.76;28/10/2024;3333;3;Purchases;Home Items
1795;-191.22;20/08/2025;1111;18;Health;Medical Appointments
1796;-22.55;24/09/2025;1111;26;Public Transports;Bus
1797;-593.46;07/02/2025;1111;10;Holidays;Hotel Stays
1798;-103.31;02/12/2024;2222;4;Purchases;Electronics
1799;-49.56;05/08/2024;1111;22;Taxes;Documents
1800;-70.14;01/06/2023;2222;18;Health;Medical Appointments
1801;-141.72;07/11/2023;1111;28;Clothing;Clothes
1802;-309.2;14/02/2024;3333;23;Taxes;Income Taxes
1803;-98.89;02/11/2024;3333;3;Purchases;Home Items
1804;-81.02;17/06/2024;3333;22;Taxes;Documents
1805;-83.56;14/02/2023;1111;21;Health;Pharmacy
1806;-176.73;04/10/2024;2222;3;Purchases;Home Items
1807;-117.15;15/03/2024;1111;16;Leisure;Restaurant
1808;521.49;01/08/2025;2222;12;Income;Investiments
1809;279.09;14/06/2024;2222;12;Income;Investiments
1810;-20;04/07/2023;1111;24;Telecom;Telecom
1811;-660.13;25/05/2025;2222;4;Purchases;Electronics
1812;-169.71;04/05/2023;3333;18;Health;Medical Appointments
1813;-11.46;14/06/2025;1111;13;Leisure;Activities
1814;-88.58;31/10/2024;3333;21;Health;Pharmacy
1815;-92.4;14/11/2024;3333;18;Health;Medical Appointments
1816;-152.2;08/07/2023;3333;3;Purchases;Home Items
1817;-555.17;17/11/2025;1111;4;Purchases;Electronics
1818;-745.75;26/01/2024;1111;23;Taxes;Income Taxes
1819;-24.39;21/07/2024;2222;26;Public Transports;Bus
1820;-135.62;08/11/2023;3333;16;Leisure;Restaurant
1821;165.72;26/11/2024;2222;12;Income;Investiments
1822;-80.3;04/06/2025;1111;21;Health;Pharmacy
1823;-30.86;14/01/2023;3333;14;Leisure;Bar
1824;-5.85;06/04/2024;2222;14;Leisure;Bar
1825;-87.62;01/04/2024;3333;15;Groceries;Groceries
1826;-39.55;26/07/2025;3333;26;Public Transports;Bus
1827;-14.01;27/12/2024;3333;26;Public Transports;Bus
1828;-206.82;31/10/2023;1111;23;Taxes;Income Taxes
1829;-95.4;23/02/2023;3333;11;Holidays;Extra Holiday Expenses
1830;-20;01/12/2023;1111;24;Telecom;Telecom
1831;-47.88;22/05/2023;2222;22;Taxes;Documents
1832;935.62;03/03/2024;1111;12;Income;Investiments
1833;-90.82;09/07/2024;1111;11;Holidays;Extra Holiday Expenses
1834;-249.92;25/02/2023;1111;7;Home Expenses;Heating
1835;-36;07/02/2025;1111;16;Leisure;Restaurant
1836;-132.78;03/03/2024;2222;16;Leisure;Restaurant
1837;-150.64;28/03/2025;1111;2;Car;Maintenance
1838;-249.62;13/09/2023;1111;7;Home Expenses;Heating
1839;-100.67;23/11/2025;1111;6;Home Expenses;Electricity
1840;-125.66;04/09/2023;2222;6;Home Expenses;Electricity
1841;-193.31;10/10/2024;2222;28;Clothing;Clothes
1842;-126.27;05/07/2023;3333;7;Home Expenses;Heating
1843;-53.02;07/11/2025;1111;13;Leisure;Activities
1844;-22.1;17/02/2025;2222;16;Leisure;Restaurant
1845;-48.27;24/07/2023;2222;14;Leisure;Bar
1846;-95.12;14/05/2023;2222;13;Leisure;Activities
1847;-37.06;22/06/2023;3333;25;Public Transports;Train
1848;-82.92;23/08/2025;1111;25;Public Transports;Train
1849;-464.81;24/10/2024;1111;10;Holidays;Hotel Stays
1850;-55.42;30/12/2023;3333;5;Home Expenses;Water
1851;-62.79;15/11/2023;1111;1;Car;Fuel
1852;-104.57;21/03/2023;1111;27;Clothing;Shoes
1853;-70.12;23/08/2024;2222;16;Leisure;Restaurant
1854;-50.74;19/11/2023;2222;16;Leisure;Restaurant
1855;-67.46;07/11/2023;3333;6;Home Expenses;Electricity
1856;-13.17;13/08/2023;1111;26;Public Transports;Bus
1857;-99.76;18/09/2024;2222;1;Car;Fuel
1858;-43.59;27/06/2024;3333;25;Public Transports;Train
1859;125.63;22/02/2023;2222;12;Income;Investiments
1860;-138.88;12/03/2023;3333;1;Car;Fuel
1861;-57.41;06/04/2023;3333;5;Home Expenses;Water
1862;-39.31;14/12/2023;1111;14;Leisure;Bar
1863;-64.19;01/04/2024;1111;4;Purchases;Electronics
1864;-297.05;19/08/2023;2222;15;Groceries;Groceries
1865;-147.84;20/06/2025;1111;16;Leisure;Restaurant
1866;-20;04/01/2023;2222;24;Telecom;Telecom
1867;-120.42;10/06/2024;1111;18;Health;Medical Appointments
1868;690.74;18/01/2025;3333;12;Income;Investiments
1869;-37.23;05/09/2025;2222;26;Public Transports;Bus
1870;-254.39;06/02/2024;1111;28;Clothing;Clothes
1871;-714.73;20/10/2023;1111;9;Holidays;Airplane
1872;-8.7;14/07/2023;3333;26;Public Transports;Bus
1873;-17.7;04/08/2023;1111;14;Leisure;Bar
1874;-450.67;08/09/2024;2222;9;Holidays;Airplane
1875;-195.31;24/11/2025;3333;27;Clothing;Shoes
1876;-479.95;27/09/2023;2222;10;Holidays;Hotel Stays
1877;-143.69;25/10/2023;3333;15;Groceries;Groceries
1878;-282.35;12/03/2023;3333;28;Clothing;Clothes
1879;-33.43;10/02/2024;1111;14;Leisure;Bar
1880;-64.3;11/03/2023;1111;1;Car;Fuel
1881;-89.68;24/01/2023;3333;6;Home Expenses;Electricity
1882;-122.58;05/12/2024;1111;18;Health;Medical Appointments
1883;-88.26;10/04/2025;2222;25;Public Transports;Train
1884;-179.7;22/06/2024;3333;7;Home Expenses;Heating
1885;-35.32;26/07/2024;3333;16;Leisure;Restaurant
1886;-93.15;21/11/2024;1111;21;Health;Pharmacy
